s_no,district,seat,constituency,cand_id,party_id,acronym,votes
472,Tribal,Tribal,NA-43,1646,46,MMAP,4880
473,Tribal,Tribal,NA-43,2587,25,IND,94
474,Tribal,Tribal,NA-43,2065,25,IND,36
475,Tribal,Tribal,NA-43,70,25,IND,64
476,Tribal,Tribal,NA-43,2369,13,ANP,346
477,Tribal,Tribal,NA-43,591,65,PJDP,292
478,Tribal,Tribal,NA-43,1417,25,IND,1332
479,Tribal,Tribal,NA-43,2370,25,IND,99
480,Tribal,Tribal,NA-43,432,31,JUIPS,391
481,Tribal,Tribal,NA-44,1405,86,PTI,12537
482,Tribal,Tribal,NA-44,80,25,IND,114
483,Tribal,Tribal,NA-44,143,25,IND,43
484,Tribal,Tribal,NA-44,204,25,IND,72
485,Tribal,Tribal,NA-44,341,25,IND,126
486,Tribal,Tribal,NA-44,341,25,IND,50
487,Tribal,Tribal,NA-44,429,54,PAIL,4939
488,Tribal,Tribal,NA-44,601,25,IND,1693
489,Tribal,Tribal,NA-44,726,25,IND,345
490,Tribal,Tribal,NA-44,774,25,IND,31
491,Tribal,Tribal,NA-44,843,25,IND,9042
492,Tribal,Tribal,NA-44,856,25,IND,0
493,Tribal,Tribal,NA-44,871,25,IND,42
494,Tribal,Tribal,NA-44,925,13,ANP,4311
495,Tribal,Tribal,NA-44,977,31,JUIPS,1081
496,Tribal,Tribal,NA-44,1009,25,IND,45
497,Tribal,Tribal,NA-44,1009,25,IND,173
498,Tribal,Tribal,NA-44,1031,25,IND,1808
499,Tribal,Tribal,NA-44,1091,25,IND,42
500,Tribal,Tribal,NA-44,1231,25,IND,1248
501,Tribal,Tribal,NA-44,1249,25,IND,4815
502,Tribal,Tribal,NA-44,1255,25,IND,26
503,Tribal,Tribal,NA-44,1413,25,IND,2204
504,Tribal,Tribal,NA-44,1639,25,IND,809
505,Tribal,Tribal,NA-44,1950,25,IND,54
506,Tribal,Tribal,NA-44,1954,25,IND,48
507,Tribal,Tribal,NA-44,1977,25,IND,114
508,Tribal,Tribal,NA-44,2020,25,IND,38
509,Tribal,Tribal,NA-44,2030,25,IND,1886
510,Tribal,Tribal,NA-44,2057,25,IND,6290
511,Tribal,Tribal,NA-44,2305,25,IND,57
512,Tribal,Tribal,NA-44,2343,25,IND,344
513,Tribal,Tribal,NA-44,2365,25,IND,186
514,Tribal,Tribal,NA-44,2366,25,IND,285
515,Tribal,Tribal,NA-44,2367,25,IND,241
516,Tribal,Tribal,NA-44,2539,25,IND,4703
517,Tribal,Tribal,NA-44,2602,25,IND,4484
518,Tribal,Tribal,NA-44,2678,78,PPP,1586
519,Tribal,Tribal,NA-44,2686,25,IND,69
520,Tribal,Tribal,NA-44,3021,25,IND,42
521,Tribal,Tribal,NA-45,1949,46,MMAP,16353
522,Tribal,Tribal,NA-45,2363,86,PTI,13601
523,Tribal,Tribal,NA-45,1873,25,IND,171
524,Tribal,Tribal,NA-45,72,25,IND,296
525,Tribal,Tribal,NA-45,993,25,IND,25
526,Tribal,Tribal,NA-45,216,25,IND,47
527,Tribal,Tribal,NA-45,52,73,PMLN,374
528,Tribal,Tribal,NA-45,1847,25,IND,139
529,Tribal,Tribal,NA-45,1763,25,IND,467
530,Tribal,Tribal,NA-45,685,25,IND,55
531,Tribal,Tribal,NA-45,122,25,IND,123
532,Tribal,Tribal,NA-45,424,101,TJP,601
533,Tribal,Tribal,NA-45,477,25,IND,195
534,Tribal,Tribal,NA-45,645,25,IND,11370
535,Tribal,Tribal,NA-45,763,25,IND,45
536,Tribal,Tribal,NA-45,1182,25,IND,6653
537,Tribal,Tribal,NA-45,110,25,IND,29
538,Tribal,Tribal,NA-45,2092,25,IND,94
539,Tribal,Tribal,NA-45,409,25,IND,89
540,Tribal,Tribal,NA-45,955,25,IND,48
541,Tribal,Tribal,NA-45,778,25,IND,23
542,Tribal,Tribal,NA-45,2106,82,PRHP,238
543,Tribal,Tribal,NA-45,1719,25,IND,43
544,Tribal,Tribal,NA-45,783,43,MQP,42
545,Tribal,Tribal,NA-45,2111,25,IND,61
546,Tribal,Tribal,NA-45,108,76,PMLZUHS,29
547,Tribal,Tribal,NA-45,144,25,IND,24
548,Tribal,Tribal,NA-45,659,13,ANP,278
549,Tribal,Tribal,NA-45,880,25,IND,132
550,Tribal,Tribal,NA-45,1701,25,IND,63
551,Tribal,Tribal,NA-45,1180,25,IND,119
552,Tribal,Tribal,NA-45,875,25,IND,490
553,Tribal,Tribal,NA-45,353,80,PPPP,3534
554,Tribal,Tribal,NA-45,1121,25,IND,204
555,Tribal,Tribal,NA-45,284,25,IND,186
556,Tribal,Tribal,NA-45,218,25,IND,8
557,Tribal,Tribal,NA-45,869,25,IND,52
558,Tribal,Tribal,NA-45,2042,25,IND,56
559,Tribal,Tribal,NA-46,2386,80,PPPP,21461
560,Tribal,Tribal,NA-46,21,25,IND,32
561,Tribal,Tribal,NA-46,242,25,IND,1365
562,Tribal,Tribal,NA-46,300,25,IND,38
563,Tribal,Tribal,NA-46,327,25,IND,19
564,Tribal,Tribal,NA-46,327,25,IND,271
565,Tribal,Tribal,NA-46,688,82,PRHP,611
566,Tribal,Tribal,NA-46,862,25,IND,16
567,Tribal,Tribal,NA-46,891,25,IND,12227
568,Tribal,Tribal,NA-46,1000,25,IND,7
569,Tribal,Tribal,NA-46,1000,25,IND,99
570,Tribal,Tribal,NA-46,1236,25,IND,14
571,Tribal,Tribal,NA-46,1282,25,IND,11
572,Tribal,Tribal,NA-46,1640,25,IND,1846
573,Tribal,Tribal,NA-46,1761,25,IND,59
574,Tribal,Tribal,NA-46,1847,25,IND,38
575,Tribal,Tribal,NA-46,1940,25,IND,13
576,Tribal,Tribal,NA-46,1959,25,IND,60
577,Tribal,Tribal,NA-46,2526,37,MWMP,27
578,Tribal,Tribal,NA-46,2639,25,IND,29
579,Tribal,Tribal,NA-46,2772,86,PTI,16938
580,Tribal,Tribal,NA-46,2774,25,IND,16933
581,Tribal,Tribal,NA-46,2812,25,IND,587
582,Tribal,Tribal,NA-46,2967,25,IND,338
583,Tribal,Tribal,NA-46,3018,25,IND,302
584,Tribal,Tribal,NA-47,1029,86,PTI,11102
585,Tribal,Tribal,NA-47,28,54,PAIL,88
586,Tribal,Tribal,NA-47,101,25,IND,5245
587,Tribal,Tribal,NA-47,209,25,IND,28
588,Tribal,Tribal,NA-47,442,25,IND,56
589,Tribal,Tribal,NA-47,624,95,QWP,1051
590,Tribal,Tribal,NA-47,765,25,IND,1985
591,Tribal,Tribal,NA-47,783,43,MQP,5472
592,Tribal,Tribal,NA-47,944,80,PPPP,1981
593,Tribal,Tribal,NA-47,1032,25,IND,157
594,Tribal,Tribal,NA-47,1061,25,IND,27
595,Tribal,Tribal,NA-47,1198,25,IND,3146
596,Tribal,Tribal,NA-47,1207,25,IND,24
597,Tribal,Tribal,NA-47,1230,25,IND,4485
598,Tribal,Tribal,NA-47,1564,25,IND,110
599,Tribal,Tribal,NA-47,2113,25,IND,291
600,Tribal,Tribal,NA-47,2156,25,IND,100
601,Tribal,Tribal,NA-47,2171,46,MMAP,6898
602,Tribal,Tribal,NA-47,2192,25,IND,837
603,Tribal,Tribal,NA-47,2210,25,IND,20
604,Tribal,Tribal,NA-47,2304,25,IND,11
605,Tribal,Tribal,NA-47,2551,25,IND,349
606,Tribal,Tribal,NA-47,2648,25,IND,51
607,Tribal,Tribal,NA-47,2687,25,IND,778
608,Tribal,Tribal,NA-47,2691,25,IND,35
609,Tribal,Tribal,NA-47,2729,25,IND,118
610,Tribal,Tribal,NA-47,2736,25,IND,1270
611,Tribal,Tribal,NA-47,2747,25,IND,765
612,Tribal,Tribal,NA-47,2792,25,IND,846
613,Tribal,Tribal,NA-47,2806,25,IND,25
614,Tribal,Tribal,NA-47,2998,25,IND,6439
615,Tribal,Tribal,NA-48,1418,25,IND,16496
616,Tribal,Tribal,NA-48,207,25,IND,494
617,Tribal,Tribal,NA-48,390,25,IND,8
618,Tribal,Tribal,NA-48,442,25,IND,148
619,Tribal,Tribal,NA-48,442,86,PTI,10369
620,Tribal,Tribal,NA-48,590,25,IND,71
621,Tribal,Tribal,NA-48,777,25,IND,256
622,Tribal,Tribal,NA-48,852,25,IND,23
623,Tribal,Tribal,NA-48,882,25,IND,46
624,Tribal,Tribal,NA-48,882,25,IND,3
625,Tribal,Tribal,NA-48,981,95,QWP,804
626,Tribal,Tribal,NA-48,1016,25,IND,1279
627,Tribal,Tribal,NA-48,1019,101,TJP,213
628,Tribal,Tribal,NA-48,1127,31,JUIPS,2436
629,Tribal,Tribal,NA-48,1195,25,IND,280
630,Tribal,Tribal,NA-48,1196,80,PPPP,2313
631,Tribal,Tribal,NA-48,1264,25,IND,1598
632,Tribal,Tribal,NA-48,1393,46,MMAP,15352
633,Tribal,Tribal,NA-48,1585,25,IND,41
634,Tribal,Tribal,NA-48,1662,25,IND,2889
635,Tribal,Tribal,NA-48,1704,25,IND,586
636,Tribal,Tribal,NA-48,1770,25,IND,188
637,Tribal,Tribal,NA-48,1772,25,IND,1942
638,Tribal,Tribal,NA-48,1791,25,IND,19
639,Tribal,Tribal,NA-48,1876,25,IND,885
640,Tribal,Tribal,NA-48,2089,73,PMLN,72
641,Tribal,Tribal,NA-48,2091,25,IND,1266
642,Tribal,Tribal,NA-48,2108,25,IND,27
643,Tribal,Tribal,NA-48,2148,25,IND,973
644,Tribal,Tribal,NA-48,2288,25,IND,43
645,Tribal,Tribal,NA-48,2352,92,PMAP,21
646,Tribal,Tribal,NA-48,2637,25,IND,151
647,Tribal,Tribal,NA-48,2642,25,IND,18
648,Tribal,Tribal,NA-48,2643,25,IND,10
649,Tribal,Tribal,NA-48,3047,25,IND,2023
650,Tribal,Tribal,NA-49,1686,46,MMAP,7794
651,Tribal,Tribal,NA-49,173,25,IND,56
652,Tribal,Tribal,NA-49,2109,25,IND,1907
653,Tribal,Tribal,NA-49,82,25,IND,3800
654,Tribal,Tribal,NA-49,2327,25,IND,1225
655,Tribal,Tribal,NA-49,597,73,PMLN,54
656,Tribal,Tribal,NA-49,2174,25,IND,6075
657,Tribal,Tribal,NA-49,34,25,IND,50
658,Tribal,Tribal,NA-49,1660,25,IND,2588
659,Tribal,Tribal,NA-49,2955,25,IND,162
660,Tribal,Tribal,NA-49,75,25,IND,329
661,Tribal,Tribal,NA-49,979,13,ANP,2333
662,Tribal,Tribal,NA-49,113,25,IND,94
663,Tribal,Tribal,NA-49,2056,25,IND,124
664,Tribal,Tribal,NA-49,62,25,IND,103
665,Tribal,Tribal,NA-49,3028,25,IND,24
666,Tribal,Tribal,NA-49,997,92,PMAP,289
667,Tribal,Tribal,NA-49,420,95,QWP,494
668,Tribal,Tribal,NA-49,2418,25,IND,9
669,Tribal,Tribal,NA-49,607,86,PTI,6606
670,Tribal,Tribal,NA-49,152,25,IND,35
671,Tribal,Tribal,NA-49,599,25,IND,43
672,Tribal,Tribal,NA-49,2809,25,IND,16
673,Tribal,Tribal,NA-49,2646,25,IND,2129
674,Tribal,Tribal,NA-49,3023,25,IND,90
675,Tribal,Tribal,NA-50,1488,25,IND,23530
676,Tribal,Tribal,NA-50,55,25,IND,38
677,Tribal,Tribal,NA-50,85,25,IND,269
678,Tribal,Tribal,NA-50,113,25,IND,184
679,Tribal,Tribal,NA-50,203,25,IND,37
680,Tribal,Tribal,NA-50,269,25,IND,38
681,Tribal,Tribal,NA-50,283,80,PPPP,224
682,Tribal,Tribal,NA-50,335,25,IND,10
683,Tribal,Tribal,NA-50,335,25,IND,15
684,Tribal,Tribal,NA-50,701,73,PMLN,725
685,Tribal,Tribal,NA-50,813,25,IND,51
686,Tribal,Tribal,NA-50,1016,25,IND,1448
687,Tribal,Tribal,NA-50,1036,25,IND,50
688,Tribal,Tribal,NA-50,1151,46,MMAP,7515
689,Tribal,Tribal,NA-50,1538,25,IND,66
690,Tribal,Tribal,NA-50,1565,13,ANP,285
691,Tribal,Tribal,NA-50,1615,25,IND,40
692,Tribal,Tribal,NA-50,1649,25,IND,78
693,Tribal,Tribal,NA-50,1775,25,IND,67
694,Tribal,Tribal,NA-50,1796,25,IND,308
695,Tribal,Tribal,NA-50,2003,25,IND,45
696,Tribal,Tribal,NA-50,2003,25,IND,17
697,Tribal,Tribal,NA-50,2022,25,IND,2626
698,Tribal,Tribal,NA-50,2109,25,IND,110
699,Tribal,Tribal,NA-50,2427,25,IND,470
700,Tribal,Tribal,NA-50,2857,25,IND,8250
701,Tribal,Tribal,NA-50,2894,25,IND,15
702,Tribal,Tribal,NA-50,3040,31,JUIPS,162
703,Tribal,Tribal,NA-51,102,46,MMAP,21896
704,Tribal,Tribal,NA-51,2161,86,PTI,18689
705,Tribal,Tribal,NA-51,2553,13,ANP,2399
706,Tribal,Tribal,NA-51,911,80,PPPP,1158
707,Tribal,Tribal,NA-51,1123,25,IND,192
708,Tribal,Tribal,NA-51,130,25,IND,54
709,Tribal,Tribal,NA-51,1856,25,IND,698
710,Tribal,Tribal,NA-51,2312,48,NP,18
711,Tribal,Tribal,NA-51,1036,25,IND,400
712,Tribal,Tribal,NA-51,2981,25,IND,26
713,Tribal,Tribal,NA-51,113,25,IND,5157
714,Tribal,Tribal,NA-51,963,25,IND,45
715,Tribal,Tribal,NA-51,870,25,IND,1854
716,Tribal,Tribal,NA-51,1388,25,IND,385
717,Tribal,Tribal,NA-51,720,25,IND,131
718,Tribal,Tribal,NA-51,277,25,IND,81
719,Tribal,Tribal,NA-51,490,25,IND,14662
720,Tribal,Tribal,NA-51,2996,92,PMAP,820
721,Tribal,Tribal,NA-51,199,25,IND,115
722,Islamabad,Islamabad-I,NA-52,2214,86,PTI,64690
723,Islamabad,Islamabad-I,NA-52,391,25,IND,127
724,Islamabad,Islamabad-I,NA-52,412,25,IND,186
725,Islamabad,Islamabad-I,NA-52,497,46,MMAP,2495
726,Islamabad,Islamabad-I,NA-52,804,116,TLI,548
727,Islamabad,Islamabad-I,NA-52,1464,80,PPPP,34072
728,Islamabad,Islamabad-I,NA-52,2298,116,TLP,11984
729,Islamabad,Islamabad-I,NA-52,2729,25,IND,541
730,Islamabad,Islamabad-I,NA-52,2906,73,PMLN,33519
731,Islamabad,Islamabad-II,NA-53,922,86,PTI,92891
732,Islamabad,Islamabad-II,NA-53,1013,25,IND,81
733,Islamabad,Islamabad-II,NA-53,320,25,IND,160
734,Islamabad,Islamabad-II,NA-53,3029,25,IND,0
735,Islamabad,Islamabad-II,NA-53,1927,25,IND,30
736,Islamabad,Islamabad-II,NA-53,1237,25,IND,89
737,Islamabad,Islamabad-II,NA-53,2218,25,IND,94
738,Islamabad,Islamabad-II,NA-53,392,25,IND,1349
739,Islamabad,Islamabad-II,NA-53,1457,116,TLP,5144
740,Islamabad,Islamabad-II,NA-53,1979,13,ANP,31
741,Islamabad,Islamabad-II,NA-53,1905,25,IND,58
742,Islamabad,Islamabad-II,NA-53,1509,5,APML,94
743,Islamabad,Islamabad-II,NA-53,749,24,HWP,755
744,Islamabad,Islamabad-II,NA-53,1095,25,IND,248
745,Islamabad,Islamabad-II,NA-53,2863,25,IND,0
746,Islamabad,Islamabad-II,NA-53,2034,25,IND,81
747,Islamabad,Islamabad-II,NA-53,558,8,AOAT,1361
748,Islamabad,Islamabad-II,NA-53,2562,73,PMLN,44314
749,Islamabad,Islamabad-II,NA-53,1981,25,IND,22
750,Islamabad,Islamabad-II,NA-53,1222,25,IND,623
751,Islamabad,Islamabad-II,NA-53,30,116,TLI,369
752,Islamabad,Islamabad-II,NA-53,2851,80,PPPP,17970
753,Islamabad,Islamabad-II,NA-53,1554,3,ALPP,17
754,Islamabad,Islamabad-II,NA-53,2570,50,PSP,123
755,Islamabad,Islamabad-II,NA-53,2729,25,IND,55
756,Islamabad,Islamabad-II,NA-53,2033,55,PAL,413
757,Islamabad,Islamabad-II,NA-53,2593,25,IND,290
758,Islamabad,Islamabad-II,NA-53,326,15,AWP,912
759,Islamabad,Islamabad-II,NA-53,1322,46,MMAP,6745
760,Islamabad,Islamabad-II,NA-53,857,25,IND,484
761,Islamabad,Islamabad-II,NA-53,396,25,IND,12
762,Islamabad,Islamabad-II,NA-53,447,88,PTIG,138
763,Islamabad,Islamabad-II,NA-53,105,65,PJDP,23
764,Islamabad,Islamabad-III,NA-54,373,86,PTI,56945
765,Islamabad,Islamabad-III,NA-54,305,92,PMAP,51
766,Islamabad,Islamabad-III,NA-54,331,73,PMLN,32991
767,Islamabad,Islamabad-III,NA-54,335,25,IND,510
768,Islamabad,Islamabad-III,NA-54,340,25,IND,65
769,Islamabad,Islamabad-III,NA-54,452,25,IND,57
770,Islamabad,Islamabad-III,NA-54,476,25,IND,11
771,Islamabad,Islamabad-III,NA-54,540,25,IND,47
772,Islamabad,Islamabad-III,NA-54,673,24,HWP,38
773,Islamabad,Islamabad-III,NA-54,790,25,IND,8279
774,Islamabad,Islamabad-III,NA-54,848,25,IND,288
775,Islamabad,Islamabad-III,NA-54,970,15,AWP,484
776,Islamabad,Islamabad-III,NA-54,1155,88,PTIG,49
777,Islamabad,Islamabad-III,NA-54,1296,25,IND,0
778,Islamabad,Islamabad-III,NA-54,1302,48,NP,3
779,Islamabad,Islamabad-III,NA-54,1322,46,MMAP,7320
780,Islamabad,Islamabad-III,NA-54,1547,5,APML,48
781,Islamabad,Islamabad-III,NA-54,2123,65,PJDP,32
782,Islamabad,Islamabad-III,NA-54,2211,80,PPPP,4019
783,Islamabad,Islamabad-III,NA-54,2380,25,IND,34
784,Islamabad,Islamabad-III,NA-54,2389,116,TLP,3637
785,Islamabad,Islamabad-III,NA-54,2593,25,IND,15
786,Islamabad,Islamabad-III,NA-54,2594,25,IND,167
787,Islamabad,Islamabad-III,NA-54,2897,9,ATP,14
788,Islamabad,Islamabad-III,NA-54,2918,116,TLI,201
789,Islamabad,Islamabad-III,NA-54,2937,25,IND,27
790,Islamabad,Islamabad-III,NA-54,3057,25,IND,2415
791,Attock,Attock-I,NA-55,2889,86,PTI,145168
792,Attock,Attock-I,NA-55,3074,80,PPPP,10936
793,Attock,Attock-I,NA-55,1403,116,TLP,25429
794,Attock,Attock-I,NA-55,1210,64,PHRP,269
795,Attock,Attock-I,NA-55,2891,87,PTIN,977
796,Attock,Attock-I,NA-55,2626,73,PMLN,101773
797,Attock,Attock-I,NA-55,397,8,AOAT,1111
798,Attock,Attock-I,NA-55,2338,46,MMAP,11748
799,Attock,Attock-II,NA-56,2889,86,PTI,163325
800,Attock,Attock-II,NA-56,719,25,IND,1559
801,Attock,Attock-II,NA-56,1228,73,PMLN,99404
802,Attock,Attock-II,NA-56,1293,65,PJDP,2615
803,Attock,Attock-II,NA-56,2404,80,PPPP,38779
804,Attock,Attock-II,NA-56,2622,25,IND,21656
805,Attock,Attock-II,NA-56,2740,116,TLP,62257
806,Rawalpindi,Rawalpindi-I,NA-57,2329,86,PTI,136249
807,Rawalpindi,Rawalpindi-I,NA-57,1014,116,TLP,27693
808,Rawalpindi,Rawalpindi-I,NA-57,1294,80,PPPP,24081
809,Rawalpindi,Rawalpindi-I,NA-57,1742,84,PST,1135
810,Rawalpindi,Rawalpindi-I,NA-57,2223,25,IND,1257
811,Rawalpindi,Rawalpindi-I,NA-57,2422,25,IND,205
812,Rawalpindi,Rawalpindi-I,NA-57,2471,25,IND,7369
813,Rawalpindi,Rawalpindi-I,NA-57,2562,73,PMLN,124703
814,Rawalpindi,Rawalpindi-II,NA-58,2217,80,PPPP,125090
815,Rawalpindi,Rawalpindi-II,NA-58,580,86,PTI,96574
816,Rawalpindi,Rawalpindi-II,NA-58,1283,46,MMAP,1960
817,Rawalpindi,Rawalpindi-II,NA-58,1474,25,IND,2088
818,Rawalpindi,Rawalpindi-II,NA-58,1788,116,TLP,23428
819,Rawalpindi,Rawalpindi-II,NA-58,1929,116,TLI,2468
820,Rawalpindi,Rawalpindi-II,NA-58,2216,73,PMLN,72620
821,Rawalpindi,Rawalpindi-II,NA-58,2295,25,IND,368
822,Rawalpindi,Rawalpindi-II,NA-58,2908,25,IND,397
823,Rawalpindi,Rawalpindi-II,NA-58,3011,25,IND,3157
824,Rawalpindi,Rawalpindi-III,NA-59,751,86,PTI,89055
825,Rawalpindi,Rawalpindi-III,NA-59,205,25,IND,0
826,Rawalpindi,Rawalpindi-III,NA-59,518,25,IND,66369
827,Rawalpindi,Rawalpindi-III,NA-59,570,80,PPPP,4830
828,Rawalpindi,Rawalpindi-III,NA-59,1218,116,TLP,14320
829,Rawalpindi,Rawalpindi-III,NA-59,1421,46,MMAP,1506
830,Rawalpindi,Rawalpindi-III,NA-59,1500,25,IND,606
831,Rawalpindi,Rawalpindi-III,NA-59,2220,73,PMLN,21754
832,Rawalpindi,Rawalpindi-III,NA-59,2347,25,IND,3272
833,Rawalpindi,Rawalpindi-III,NA-59,2905,25,IND,601
834,Rawalpindi,Rawalpindi-V,NA-61,4,86,PTI,105000
835,Rawalpindi,Rawalpindi-V,NA-61,202,25,IND,181
836,Rawalpindi,Rawalpindi-V,NA-61,623,5,APML,252
837,Rawalpindi,Rawalpindi-V,NA-61,631,8,AOAT,913
838,Rawalpindi,Rawalpindi-V,NA-61,656,25,IND,61
839,Rawalpindi,Rawalpindi-V,NA-61,877,20,FNP,233
840,Rawalpindi,Rawalpindi-V,NA-61,890,73,PMLN,60125
841,Rawalpindi,Rawalpindi-V,NA-61,1342,46,MMAP,3899
842,Rawalpindi,Rawalpindi-V,NA-61,1617,80,PPPP,2653
843,Rawalpindi,Rawalpindi-V,NA-61,1748,13,ANP,165
844,Rawalpindi,Rawalpindi-V,NA-61,1831,25,IND,120
845,Rawalpindi,Rawalpindi-V,NA-61,2033,55,PAL,281
846,Rawalpindi,Rawalpindi-V,NA-61,2212,25,IND,1803
847,Rawalpindi,Rawalpindi-V,NA-61,2213,25,IND,74
848,Rawalpindi,Rawalpindi-V,NA-61,2283,50,PSP,145
849,Rawalpindi,Rawalpindi-V,NA-61,2526,25,IND,541
850,Rawalpindi,Rawalpindi-V,NA-61,2608,25,IND,333
851,Rawalpindi,Rawalpindi-V,NA-61,2849,116,TLP,9246
852,Rawalpindi,Rawalpindi-V,NA-61,3048,25,IND,32
853,Rawalpindi,Rawalpindi-VI,NA-62,2631,12,AMLP,117719
854,Rawalpindi,Rawalpindi-VI,NA-62,2698,80,PPPP,5583
855,Rawalpindi,Rawalpindi-VI,NA-62,1161,25,IND,240
856,Rawalpindi,Rawalpindi-VI,NA-62,379,55,PAL,1157
857,Rawalpindi,Rawalpindi-VI,NA-62,518,116,TLP,9356
858,Rawalpindi,Rawalpindi-VI,NA-62,2910,46,MMAP,3719
859,Rawalpindi,Rawalpindi-VI,NA-62,588,73,PMLN,91312
860,Rawalpindi,Rawalpindi-VI,NA-62,743,20,BPP,86
861,Rawalpindi,Rawalpindi-VI,NA-62,1551,25,IND,97
862,Rawalpindi,Rawalpindi-VI,NA-62,2988,25,IND,120
863,Rawalpindi,Rawalpindi-VI,NA-62,2575,25,IND,1927
864,Rawalpindi,Rawalpindi-VI,NA-62,1598,90,PWP,369
865,Rawalpindi,Rawalpindi-VII,NA-63,751,86,PTI,100986
866,Rawalpindi,Rawalpindi-VII,NA-63,518,25,IND,65767
867,Rawalpindi,Rawalpindi-VII,NA-63,1587,116,TLP,9744
868,Rawalpindi,Rawalpindi-VII,NA-63,1827,25,IND,4286
869,Rawalpindi,Rawalpindi-VII,NA-63,1893,46,MMAP,4630
870,Rawalpindi,Rawalpindi-VII,NA-63,1941,73,PMLN,22966
871,Rawalpindi,Rawalpindi-VII,NA-63,2775,80,PPPP,2833
872,Rawalpindi,Rawalpindi-VII,NA-63,2886,25,IND,614
873,Chakwal,Chakwal-I,NA-64,3071,86,PTI,155214
874,Chakwal,Chakwal-I,NA-64,1,92,PMAP,101
875,Chakwal,Chakwal-I,NA-64,71,8,AOAT,1981
876,Chakwal,Chakwal-I,NA-64,929,87,PTIN,557
877,Chakwal,Chakwal-I,NA-64,978,80,PPPP,8241
878,Chakwal,Chakwal-I,NA-64,1874,89,PTEI,98
879,Chakwal,Chakwal-I,NA-64,1989,25,IND,83
880,Chakwal,Chakwal-I,NA-64,2768,46,MMAP,1310
881,Chakwal,Chakwal-I,NA-64,2858,116,TLP,13719
882,Chakwal,Chakwal-I,NA-64,2884,73,PMLN,130051
883,Chakwal,Chakwal-II,NA-65,2137,69,PML,157497
884,Chakwal,Chakwal-II,NA-65,861,80,PPPP,3250
885,Chakwal,Chakwal-II,NA-65,1447,65,PJDP,821
886,Chakwal,Chakwal-II,NA-65,1591,73,PMLN,106081
887,Chakwal,Chakwal-II,NA-65,1621,46,MMAP,2880
888,Chakwal,Chakwal-II,NA-65,1685,25,IND,507
889,Chakwal,Chakwal-II,NA-65,1896,116,TLP,23839
890,Chakwal,Chakwal-II,NA-65,1933,25,IND,1051
891,Chakwal,Chakwal-II,NA-65,2467,25,IND,11049
892,Jhelum,Jhelum-I,NA-66,543,86,PTI,112356
893,Jhelum,Jhelum-I,NA-66,553,25,IND,26072
894,Jhelum,Jhelum-I,NA-66,557,73,PMLN,92912
895,Jhelum,Jhelum-I,NA-66,561,80,PPPP,5023
896,Jhelum,Jhelum-I,NA-66,635,25,IND,1211
897,Jhelum,Jhelum-I,NA-66,1079,116,TLP,29556
898,Jhelum,Jhelum-I,NA-66,1276,46,MMAP,1314
899,Jhelum,Jhelum-I,NA-66,2595,25,IND,334
900,Jhelum,Jhelum-I,NA-66,2720,20,BPP,868
901,Jhelum,Jhelum-II,NA-67,677,86,PTI,93102
902,Jhelum,Jhelum-II,NA-67,2823,116,TLP,16286
903,Jhelum,Jhelum-II,NA-67,2560,5,APML,101
904,Jhelum,Jhelum-II,NA-67,2068,25,IND,1068
905,Jhelum,Jhelum-II,NA-67,2742,65,PJDP,426
906,Jhelum,Jhelum-II,NA-67,516,25,IND,100
907,Jhelum,Jhelum-II,NA-67,135,25,IND,79
908,Jhelum,Jhelum-II,NA-67,635,25,IND,1142
909,Jhelum,Jhelum-II,NA-67,2215,73,PMLN,82475
910,Jhelum,Jhelum-II,NA-67,1915,46,MMAP,549
911,Jhelum,Jhelum-II,NA-67,2433,25,IND,3697
912,Jhelum,Jhelum-II,NA-67,1444,80,PPPP,2618
913,Jhelum,Jhelum-II,NA-67,1956,25,IND,1035
914,Jhelum,Jhelum-II,NA-67,603,25,IND,1002
915,Jhelum,Jhelum-II,NA-67,138,8,AOAT,1582
916,Gujrat,Gujrat-I,NA-68,885,69,PML,104678
917,Gujrat,Gujrat-I,NA-68,457,80,PPPP,3232
918,Gujrat,Gujrat-I,NA-68,1535,25,IND,386
919,Gujrat,Gujrat-I,NA-68,1720,116,TLP,43831
920,Gujrat,Gujrat-I,NA-68,1945,25,IND,256
921,Gujrat,Gujrat-I,NA-68,1435,25,IND,1381
922,Gujrat,Gujrat-I,NA-68,2299,25,IND,7870
923,Gujrat,Gujrat-I,NA-68,2059,73,PMLN,68810
924,Gujrat,Gujrat-I,NA-68,1114,56,PAR,852
925,Gujrat,Gujrat-I,NA-68,1436,25,IND,656
926,Gujrat,Gujrat-I,NA-68,3055,46,MMAP,2366
927,Gujrat,Gujrat-II,NA-69,2137,69,PML,122336
928,Gujrat,Gujrat-II,NA-69,187,25,IND,151
929,Gujrat,Gujrat-II,NA-69,511,73,PMLN,49295
930,Gujrat,Gujrat-II,NA-69,518,25,IND,4504
931,Gujrat,Gujrat-II,NA-69,896,5,APML,432
932,Gujrat,Gujrat-II,NA-69,1445,25,IND,213
933,Gujrat,Gujrat-II,NA-69,1568,25,IND,1259
934,Gujrat,Gujrat-II,NA-69,2221,116,TLP,27791
935,Gujrat,Gujrat-II,NA-69,2581,25,IND,106
936,Gujrat,Gujrat-II,NA-69,2850,79,PPPSB,139
